user_input_text,category,sub_category,priority,auto_resolve,assigned_team
team requesting access to specific application role since morning fix this.,Access,Access Request,Low,FALSE,IAM Team
issue important files got deleted accidentally need recovery since last week fix this.,Software,Data Loss,Critical,FALSE,Application Support
support team mfa push notification reaching mobile app affecting work asap.,Access,MFA Problem,Medium,FALSE,IAM Team
team usb ports providing power to devices urgently needed,Hardware,Hardware Failure,Critical,FALSE,Hardware Support
help account lease expired cloud system reboot assist.,Access,Account Expired,Critical,FALSE,IAM Team
keyboard backlight turning urgently needed assist.,Hardware,Keyboard/Mouse,Low,TRUE,Hardware Support
group policy restricting application execution need assistance assist.,Access,Permission Issue,High,TRUE,IAM Team
support team corporate proxy blocking legitimate business websites urgently needed thanks.,Network,Proxy Error,Low,FALSE,Network Support
team stop error causing unexpected system shutdown since last week,Hardware,Blue Screen,High,FALSE,Hardware Support
cpu fan failure causing processor overheating shift thanks.,Hardware,Hardware Failure,Critical,FALSE,Hardware Support
help cannot access certain ports due to firewall restrictions need assistance,Network,Firewall Block,Low,TRUE,Network Support
laptop suddenly shut turn back try to work fix this.,Hardware,Laptop Issue,Critical,FALSE,Hardware Support
charging light blinking battery percentage increasing reboot,Hardware,Battery Issue,Low,TRUE,Hardware Support
need help configuring email client settings correctly afternoon need help quickly.,Software,Configuration,Low,FALSE,Application Support
ram seems faulty system showing memory errors try to work assist.,Hardware,Hardware Failure,Critical,FALSE,Hardware Support
issue temporary account access period lapsed shift fix this.,Access,Account Expired,Medium,FALSE,IAM Team
getting account expired message trying to login need assistance fix this.,Access,Account Expired,Low,FALSE,IAM Team
web pages loading extremely slowly browsers since morning assist.,Network,Internet Slow,Medium,TRUE,Network Support
support team lithium battery showing replace soon warning urgently needed assist.,Hardware,Battery Issue,Low,TRUE,Hardware Support
update installation failed rolling back changes reboot fix this.,Software,Update Problem,Medium,FALSE,Application Support
laptop shuts immediately unplugged affecting work fix this.,Hardware,Battery Issue,Low,FALSE,Hardware Support
team corporate proxy blocking legitimate business websites shift need help quickly.,Network,Proxy Error,Low,TRUE,Network Support
installation prerequisites met error message urgently needed,Software,Software Install,Medium,TRUE,Application Support
software showing license found error startup since yesterday assist.,Software,License Issue,High,FALSE,Application Support
cannot connect to corporate wireless network urgently needed,Network,WiFi Issue,Medium,FALSE,Network Support
team wireless mouse connecting to laptop via bluetooth reboot thanks.,Hardware,Keyboard/Mouse,Low,TRUE,Hardware Support
issue user account disabled due to inactivity period since morning,Access,Account Expired,Critical,FALSE,IAM Team
support team software dependencies causing version conflicts update asap.,Software,Compatibility,Critical,FALSE,Application Support
help monitor screen showing horizontal lines flickering,Hardware,Monitor Problem,Medium,FALSE,Hardware Support
team hdmi monitor showing signal message afternoon need help quickly.,Hardware,Monitor Problem,Medium,FALSE,Hardware Support
job function change requiring new permissions affecting work assist.,Access,Role Change,Low,TRUE,IAM Team
cannot access certain ports due to firewall restrictions shift assist.,Network,Firewall Block,Critical,FALSE,Network Support
smart card authentication failing login urgently needed fix this.,Access,Login Failure,High,TRUE,IAM Team
trackpad gestures working laptop update asap.,Hardware,Keyboard/Mouse,Low,TRUE,Hardware Support
team application setup cannot write to program files today fix this.,Software,Software Install,Medium,FALSE,Application Support
cannot connect to corporate wireless network reboot thanks.,Network,WiFi Issue,Medium,FALSE,Network Support
support team temporary password working first login try to work need help quickly.,Access,Password Reset,High,TRUE,IAM Team
requesting elevated privileges software installation need assistance thanks.,Access,Access Request,Low,FALSE,IAM Team
team bypass proxy settings working internal sites since last week,Network,Proxy Error,Low,TRUE,Network Support
mfa setup working cannot complete registration help urgent.,Access,MFA Problem,Medium,TRUE,IAM Team
laptop charging battery icon shows red urgently needed assist.,Hardware,Battery Issue,Low,FALSE,Hardware Support
network traffic dropped security firewall affecting work asap.,Network,Firewall Block,Critical,FALSE,Network Support
laptop making loud fan noise running hot,Hardware,Laptop Issue,Medium,TRUE,Hardware Support
single sign-on redirect loop preventing access urgently needed need help quickly.,Access,Login Failure,High,FALSE,IAM Team
keyboard typing wrong characters keys update asap.,Hardware,Keyboard/Mouse,Low,TRUE,Hardware Support
team getting error vpn server responding trying to connect remotely reboot thanks.,Network,VPN Connection,High,TRUE,Network Support
team video conferencing app crashing meetings shift asap.,Software,Application Crash,High,FALSE,Application Support
connection unstable keeps dropping packets affecting work thanks.,Network,Internet Slow,Medium,FALSE,Network Support
monitor backlight flickering intermittently need assistance fix this.,Hardware,Monitor Problem,Medium,FALSE,Hardware Support
user account disabled due to inactivity period since morning,Access,Account Expired,High,FALSE,IAM Team
help print jobs getting stuck queue printing reboot thanks.,Hardware,Printer Error,High,TRUE,Hardware Support
help self-service password reset portal accessible urgently needed asap.,Access,Password Reset,High,TRUE,IAM Team
page_fault_in_nonpaged_area system crash since morning fix this.,Hardware,Blue Screen,High,FALSE,Hardware Support
laptop charging battery icon shows red today thanks.,Hardware,Battery Issue,Low,TRUE,Hardware Support
files disappeared from shared folder sync need assistance asap.,Software,Data Loss,Critical,FALSE,Application Support
network drive showing file explorer shift asap.,Network,Network Drive,Low,TRUE,Network Support
print quality poor streaks pages afternoon assist.,Hardware,Printer Error,High,FALSE,Hardware Support
support team corporate vpn disconnecting frequently calls afternoon assist.,Network,VPN Connection,High,FALSE,Network Support
support team requesting shared mailbox access team shift urgent.,Access,Access Request,Low,FALSE,IAM Team
bypass proxy settings working internal sites try to work need help quickly.,Network,Proxy Error,Low,FALSE,Network Support
help getting invalid otp error even correct code today asap.,Access,MFA Problem,Medium,TRUE,IAM Team
getting error network path found trying to open shared folder need assistance,Network,Network Drive,Low,TRUE,Network Support
help network drive access extremely slow files open asap.,Network,Network Drive,Low,TRUE,Network Support
software install nahi ho raha,Software,Update Problem,Medium,FALSE,Application Support
help network latency extremely high cannot use video conferencing since last week urgent.,Network,Internet Slow,Medium,FALSE,Network Support
team firewall rules seem to changed blocking legitimate traffic since morning need help quickly.,Network,Firewall Block,Low,TRUE,Network Support
bandwidth seems throttled slow response times reboot asap.,Network,Internet Slow,Medium,FALSE,Network Support
update history showing failed installations help,Software,Update Problem,Medium,FALSE,Application Support
help temporary password working first login need assistance fix this.,Access,Password Reset,Low,TRUE,IAM Team
temporary assignment needs additional access need assistance assist.,Access,Role Change,Low,FALSE,IAM Team
help new software compatible current windows version shift need help quickly.,Software,Compatibility,High,FALSE,Application Support
